cell,cohort,variant,axis,n,threshold,k,observation,max_fits
w10r01,R2 blocking,v0.2,completed_supervised,500,0.75,,not_observed,3
w10r01,R2 blocking,v0.2,completed_supervised,500,0.8,,not_observed,3
w10r01,R2 blocking,v0.2,completed_supervised,1319,0.7,,not_observed,3
w10r01,R2 blocking,v0.2,completed_supervised,1319,0.75,,not_observed,3
w10r01,R2 blocking,v0.2,completed_supervised,1319,0.8,,not_observed,3
w10r01,R2 blocking,v0.2,completed_sft,150,0.7,1,hit,2
w10r01,R2 blocking,v0.2,completed_sft,150,0.75,,not_observed,2
w10r01,R2 blocking,v0.2,completed_sft,150,0.8,,not_observed,2
w10r01,R2 blocking,v0.2,completed_sft,500,0.7,2,hit,2
w10r01,R2 blocking,v0.2,completed_sft,500,0.75,,not_observed,2
w10r01,R2 blocking,v0.2,completed_sft,500,0.8,,not_observed,2
w10r01,R2 blocking,v0.2,completed_sft,1319,0.7,,not_observed,2
w10r01,R2 blocking,v0.2,completed_sft,1319,0.75,,not_observed,2
w10r01,R2 blocking,v0.2,completed_sft,1319,0.8,,not_observed,2
w10r02,R2 blocking,v0.2,completed_supervised,150,0.7,3,hit,3
w10r02,R2 blocking,v0.2,completed_supervised,150,0.75,,not_observed,3
w10r02,R2 blocking,v0.2,completed_supervised,150,0.8,,not_observed,3
w10r02,R2 blocking,v0.2,completed_supervised,500,0.7,2,hit,3
w10r02,R2 blocking,v0.2,completed_supervised,500,0.75,,not_observed,3
w10r02,R2 blocking,v0.2,completed_supervised,500,0.8,,not_observed,3
w10r02,R2 blocking,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w10r02,R2 blocking,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w10r02,R2 blocking,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w10r02,R2 blocking,v0.2,completed_sft,150,0.7,2,hit,2
w10r02,R2 blocking,v0.2,completed_sft,150,0.75,,not_observed,2
w10r02,R2 blocking,v0.2,completed_sft,150,0.8,,not_observed,2
w10r02,R2 blocking,v0.2,completed_sft,500,0.7,1,hit,2
w10r02,R2 blocking,v0.2,completed_sft,500,0.75,,not_observed,2
w10r02,R2 blocking,v0.2,completed_sft,500,0.8,,not_observed,2
w10r02,R2 blocking,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,2
w10r02,R2 blocking,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,2
w10r02,R2 blocking,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,2
w10r03,R2 blocking,v0.2,completed_supervised,150,0.7,2,hit,3
w10r03,R2 blocking,v0.2,completed_supervised,150,0.75,,not_observed,3
w10r03,R2 blocking,v0.2,completed_supervised,150,0.8,,not_observed,3
w10r03,R2 blocking,v0.2,completed_supervised,500,0.7,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_supervised,500,0.75,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_supervised,500,0.8,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_supervised,1319,0.7,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_supervised,1319,0.75,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_supervised,1319,0.8,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_sft,150,0.7,2,hit,3
w10r03,R2 blocking,v0.2,completed_sft,150,0.75,,not_observed,3
w10r03,R2 blocking,v0.2,completed_sft,150,0.8,,not_observed,3
w10r03,R2 blocking,v0.2,completed_sft,500,0.7,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_sft,500,0.75,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_sft,500,0.8,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_sft,1319,0.7,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_sft,1319,0.75,,no_evaluation_at_this_n,3
w10r03,R2 blocking,v0.2,completed_sft,1319,0.8,,no_evaluation_at_this_n,3
w10r04,R2 blocking,v0.2,completed_supervised,150,0.7,1,hit,4
w10r04,R2 blocking,v0.2,completed_supervised,150,0.75,,not_observed,4
w10r04,R2 blocking,v0.2,completed_supervised,150,0.8,,not_observed,4
w10r04,R2 blocking,v0.2,completed_supervised,500,0.7,,no_evaluation_at_this_n,4
w10r04,R2 blocking,v0.2,completed_supervised,500,0.75,,no_evaluation_at_this_n,4
w10r04,R2 blocking,v0.2,completed_supervised,500,0.8,,no_evaluation_at_this_n,4
w10r04,R2 blocking,v0.2,completed_supervised,1319,0.7,3,hit,4
w10r04,R2 blocking,v0.2,completed_supervised,1319,0.75,,not_observed,4
w10r04,R2 blocking,v0.2,completed_supervised,1319,0.8,,not_observed,4
w10r04,R2 blocking,v0.2,completed_sft,150,0.7,1,hit,3
w10r04,R2 blocking,v0.2,completed_sft,150,0.75,,not_observed,3
w10r04,R2 blocking,v0.2,completed_sft,150,0.8,,not_observed,3
w10r04,R2 blocking,v0.2,completed_sft,500,0.7,,no_evaluation_at_this_n,3
w10r04,R2 blocking,v0.2,completed_sft,500,0.75,,no_evaluation_at_this_n,3
w10r04,R2 blocking,v0.2,completed_sft,500,0.8,,no_evaluation_at_this_n,3
w10r04,R2 blocking,v0.2,completed_sft,1319,0.7,2,hit,3
w10r04,R2 blocking,v0.2,completed_sft,1319,0.75,,not_observed,3
w10r04,R2 blocking,v0.2,completed_sft,1319,0.8,,not_observed,3
